title	maxNodes	timesteps	depthCategory	sizeVarianceCategory	sizeChangeCategory	dataChangeCategory
wb-SL.EMP.VULN.MA.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.VULN.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.WORK.FE.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.WORK.MA.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.WORK.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.IND.EMPL.MA.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.IND.EMPL.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.SRV.EMPL.FE.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.SRV.EMPL.MA.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.SRV.EMPL.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.TLF.ACTI.1524.FE.ZS.dataflat	187	28	Single level	Low variance	Low size change	Low data change
wb-SL.TLF.ACTI.1524.MA.ZS.dataflat	187	28	Single level	Low variance	Low size change	Low data change
wb-SL.TLF.ACTI.1524.ZS.dataflat	187	28	Single level	Low variance	Low size change	Low data change
wb-SL.TLF.ACTI.FE.ZS.dataflat	187	28	Single level	Low variance	Low size change	Low data change
wb-SL.TLF.ACTI.MA.ZS.dataflat	187	28	Single level	Low variance	Low size change	Low data change
wb-SL.TLF.ACTI.ZS.dataflat	187	28	Single level	Low variance	Low size change	Low data change
wb-SL.TLF.CACT.FE.ZS.dataflat	187	28	Single level	Low variance	Low size change	Low data change
wb-SL.TLF.CACT.FM.ZS.dataflat	187	28	Single level	Low variance	Low size change	Low data change
wb-SL.TLF.CACT.MA.ZS.dataflat	187	28	Single level	Low variance	Low size change	Low data change
wb-SL.TLF.CACT.ZS.dataflat	187	28	Single level	Low variance	Low size change	Low data change
wb-SL.TLF.TOTL.FE.ZS.dataflat	187	28	Single level	Low variance	Low size change	Low data change
wb-SN.ITK.DEFC.ZS.dataflat	172	16	Single level	Low variance	Low size change	Low data change
wb-SN.ITK.DFCT.dataflat	116	25	Single level	Low variance	Low size change	Low data change
wb-SP.ADO.TFRT.dataflat	194	57	Single level	Low variance	Low size change	Low data change
wb-SP.DYN.AMRT.FE.dataflat	198	57	Single level	Low variance	Low size change	Low data change
wb-SP.DYN.AMRT.MA.dataflat	198	57	Single level	Low variance	Low size change	Low data change
wb-SP.DYN.CBRT.IN.dataflat	207	57	Single level	Low variance	Low size change	Low data change
wb-SP.DYN.CDRT.IN.dataflat	206	57	Single level	Low variance	Low size change	Low data change
wb-SP.DYN.IMRT.IN.dataflat	193	57	Single level	Low variance	Low size change	Low data change
wb-SP.DYN.LE00.FE.IN.dataflat	202	57	Single level	Low variance	Low size change	Low data change
wb-SP.DYN.LE00.IN.dataflat	202	57	Single level	Low variance	Low size change	Low data change
wb-SP.DYN.LE00.MA.IN.dataflat	202	57	Single level	Low variance	Low size change	Low data change
wb-SP.DYN.TFRT.IN.dataflat	203	57	Single level	Low variance	Low size change	Low data change
wb-SP.DYN.TO65.FE.ZS.dataflat	194	57	Single level	Low variance	Low size change	Low data change
wb-SP.DYN.TO65.MA.ZS.dataflat	194	57	Single level	Low variance	Low size change	Low data change
wb-SP.POP.0004.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.0004.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.0014.FE.ZS.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.0014.MA.ZS.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.0014.TO.ZS.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.0509.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.0509.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.1014.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.1014.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.1519.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.1519.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.1564.FE.ZS.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.1564.MA.ZS.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.1564.TO.ZS.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.2024.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.2024.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.2529.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.2529.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.3034.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.3034.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.3539.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.3539.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.4044.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.4044.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.4549.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.4549.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.5054.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.5054.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.5559.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.5559.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.6064.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.6064.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.6569.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.6569.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.65UP.FE.ZS.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.65UP.MA.ZS.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.65UP.TO.ZS.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.7074.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.7074.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.7579.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.7579.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.80UP.FE.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.80UP.MA.5Y.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.BRTH.MF.dataflat	194	20	Single level	Low variance	Low size change	Low data change
wb-SP.POP.DPND.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.DPND.OL.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.DPND.YG.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.TOTL.FE.ZS.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.POP.TOTL.MA.ZS.dataflat	194	58	Single level	Low variance	Low size change	Low data change
wb-SP.RUR.TOTL.ZS.dataflat	208	58	Single level	Low variance	Low size change	Low data change
wb-SP.URB.TOTL.IN.ZS.dataflat	215	58	Single level	Low variance	Low size change	Low data change
wb-TM.VAL.MRCH.HI.ZS.dataflat	205	57	Single level	Low variance	Low size change	Low data change
wb-TM.VAL.MANF.ZS.UN.dataflat	167	56	Single level	Low variance	Low size change	Regular data change
gh-awesome-dotnet-core-m	2	18	Single level	Low variance	Low size change	Spiky data change
gh-swift-evolution-m	3	25	Single level	Low variance	Low size change	Spiky data change
wb-AG.LND.PRCP.MM.dataflat	191	12	Single level	Low variance	Low size change	Spiky data change
wb-EG.GDP.PUSE.KO.PP.KD.dataflat	165	26	Single level	Low variance	Low size change	Spiky data change
wb-EG.USE.COMM.FO.ZS.dataflat	141	56	Single level	Low variance	Low size change	Spiky data change
wb-EG.USE.COMM.GD.PP.KD.dataflat	165	26	Single level	Low variance	Low size change	Spiky data change
wb-IQ.SCI.OVRL.dataflat	146	14	Single level	Low variance	Low size change	Spiky data change
wb-IQ.SCI.PRDC.dataflat	146	14	Single level	Low variance	Low size change	Spiky data change
wb-NE.CON.PRVT.ZS.dataflat	181	58	Single level	Low variance	Low size change	Spiky data change
wb-NV.SRV.TOTL.ZS.dataflat	167	58	Single level	Low variance	Low size change	Spiky data change
wb-SE.ENR.PRIM.FM.ZS.dataflat	169	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.ENR.PRSC.FM.ZS.dataflat	142	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.ENR.SECO.FM.ZS.dataflat	146	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRE.ENRR.FE.dataflat	147	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.CMPT.FE.ZS.dataflat	132	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.CMPT.MA.ZS.dataflat	132	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.CMPT.ZS.dataflat	135	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.ENRL.FE.ZS.dataflat	178	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.ENRL.TC.ZS.dataflat	152	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.ENRR.dataflat	172	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.ENRR.FE.dataflat	169	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.ENRR.MA.dataflat	169	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.GINT.FE.ZS.dataflat	146	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.GINT.MA.ZS.dataflat	146	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.GINT.ZS.dataflat	150	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.NENR.dataflat	138	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.NENR.FE.dataflat	124	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.NENR.MA.dataflat	124	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.NINT.FE.ZS.dataflat	83	20	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.NINT.MA.ZS.dataflat	83	20	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.NINT.ZS.dataflat	83	20	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.PRS5.ZS.dataflat	97	47	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.TCAQ.FE.ZS.dataflat	72	20	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.TCAQ.MA.ZS.dataflat	72	20	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.TCAQ.ZS.dataflat	77	20	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.TCHR.FE.ZS.dataflat	144	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.TENR.dataflat	138	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.TENR.FE.dataflat	124	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.PRM.TENR.MA.dataflat	124	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.SEC.ENRL.FE.ZS.dataflat	153	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.SEC.ENRL.GC.FE.ZS.dataflat	165	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.SEC.ENRR.dataflat	151	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.SEC.ENRR.FE.dataflat	146	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.SEC.ENRR.MA.dataflat	146	48	Single level	Low variance	Low size change	Spiky data change
wb-SE.SEC.PROG.FE.ZS.dataflat	111	47	Single level	Low variance	Low size change	Spiky data change
wb-SE.SEC.PROG.MA.ZS.dataflat	111	47	Single level	Low variance	Low size change	Spiky data change
wb-SE.SEC.PROG.ZS.dataflat	115	47	Single level	Low variance	Low size change	Spiky data change
wb-SE.SEC.TCHR.FE.ZS.dataflat	114	48	Single level	Low variance	Low size change	Spiky data change
wb-SP.POP.SCIE.RD.P6.dataflat	79	20	Single level	Low variance	Low size change	Spiky data change
wb-TM.TAX.MANF.BC.ZS.dataflat	147	22	Single level	Low variance	Low size change	Spiky data change
wb-TM.TAX.MANF.BR.ZS.dataflat	145	22	Single level	Low variance	Low size change	Spiky data change
wb-TM.TAX.MRCH.BC.ZS.dataflat	147	22	Single level	Low variance	Low size change	Spiky data change
wb-TM.TAX.TCOM.BC.ZS.dataflat	147	22	Single level	Low variance	Low size change	Spiky data change
DutchNames	61	22	Single level	Low variance	Regular size change	Low data change
wb-AG.PRD.CROP.XD.dataflat	200	56	Single level	Low variance	Regular size change	Low data change
wb-AG.PRD.FOOD.XD.dataflat	202	56	Single level	Low variance	Regular size change	Low data change
wb-AG.YLD.CREL.KG.dataflat	180	56	Single level	Low variance	Regular size change	Low data change
wb-DC.ODA.TOTL.GN.ZS.dataflat	31	57	Single level	Low variance	Regular size change	Low data change
wb-DT.CUR.USDL.ZS.dataflat	123	47	Single level	Low variance	Regular size change	Low data change
wb-DT.DOD.ALLC.ZS.dataflat	122	47	Single level	Low variance	Regular size change	Low data change
wb-DT.DOD.MLAT.ZS.dataflat	123	47	Single level	Low variance	Regular size change	Low data change
wb-EG.EGY.PRIM.PP.KD.dataflat	193	26	Single level	Low variance	Regular size change	Low data change
wb-EG.ELC.RNEW.ZS.dataflat	177	26	Single level	Low variance	Regular size change	Low data change
wb-EN.ATM.CO2E.PP.GD.dataflat	190	25	Single level	Low variance	Regular size change	Low data change
wb-EN.ATM.CO2E.PP.GD.KD.dataflat	190	25	Single level	Low variance	Regular size change	Low data change
wb-EN.ATM.PM25.MC.M3.dataflat	194	11	Single level	Low variance	Regular size change	Low data change
wb-EN.ATM.PM25.MC.T2.ZS.dataflat	143	11	Single level	Low variance	Regular size change	Low data change
wb-FD.AST.PRVT.GD.ZS.dataflat	180	58	Single level	Low variance	Regular size change	Low data change
wb-FM.LBL.BMNY.GD.ZS.dataflat	163	58	Single level	Low variance	Regular size change	Low data change
wb-IC.ELC.TIME.dataflat	188	9	Single level	Low variance	Regular size change	Low data change
wb-IC.EXP.COST.CD.dataflat	188	10	Single level	Low variance	Regular size change	Low data change
wb-IC.EXP.DURS.dataflat	188	10	Single level	Low variance	Regular size change	Low data change
wb-IC.IMP.COST.CD.dataflat	188	10	Single level	Low variance	Regular size change	Low data change
wb-IC.IMP.DURS.dataflat	188	10	Single level	Low variance	Regular size change	Low data change
wb-IC.REG.PROC.dataflat	189	15	Single level	Low variance	Regular size change	Low data change
wb-IC.REG.PROC.FE.dataflat	189	15	Single level	Low variance	Regular size change	Low data change
wb-IC.REG.PROC.MA.dataflat	189	15	Single level	Low variance	Regular size change	Low data change
wb-IC.TAX.PAYM.dataflat	188	13	Single level	Low variance	Regular size change	Low data change
wb-IC.TAX.PRFT.CP.ZS.dataflat	172	13	Single level	Low variance	Regular size change	Low data change
wb-IC.TAX.TOTL.CP.ZS.dataflat	188	13	Single level	Low variance	Regular size change	Low data change
wb-IC.WRH.DURS.dataflat	185	13	Single level	Low variance	Regular size change	Low data change
wb-NE.CON.GOVT.ZS.dataflat	177	58	Single level	Low variance	Regular size change	Low data change
wb-NE.EXP.GNFS.ZS.dataflat	192	58	Single level	Low variance	Regular size change	Low data change
wb-NE.GDI.FTOT.ZS.dataflat	173	58	Single level	Low variance	Regular size change	Low data change
wb-NE.GDI.TOTL.ZS.dataflat	177	58	Single level	Low variance	Regular size change	Low data change
wb-NE.IMP.GNFS.ZS.dataflat	192	58	Single level	Low variance	Regular size change	Low data change
wb-NE.TRD.GNFS.ZS.dataflat	192	58	Single level	Low variance	Regular size change	Low data change
wb-NV.MNF.TECH.ZS.UN.dataflat	147	26	Single level	Low variance	Regular size change	Low data change
wb-NY.ADJ.AEDU.GN.ZS.dataflat	196	47	Single level	Low variance	Regular size change	Low data change
wb-NY.ADJ.DKAP.GN.ZS.dataflat	194	47	Single level	Low variance	Regular size change	Low data change
wb-NY.GDS.TOTL.ZS.dataflat	177	58	Single level	Low variance	Regular size change	Low data change
wb-PA.NUS.PPPC.RF.dataflat	193	28	Single level	Low variance	Regular size change	Low data change
wb-SH.IMM.IDPT.dataflat	192	37	Single level	Low variance	Regular size change	Low data change
wb-SH.XPD.CHEX.GD.ZS.dataflat	188	16	Single level	Low variance	Regular size change	Low data change
wb-SH.XPD.GHED.CH.ZS.dataflat	187	16	Single level	Low variance	Regular size change	Low data change
wb-SH.XPD.GHED.GD.ZS.dataflat	187	16	Single level	Low variance	Regular size change	Low data change
